id,capability,category,first_seen,last_seen,domain,stated_status_in_source,backlog_row,prompt_ids
INV1-0114,7. Expansion roadmap after Phase A,docs & process,docs/architecture/ONCOLOGY-INFUSION-PHASE-A-BUILD-PLAN-v0.1.md:185,docs/architecture/ONCOLOGY-INFUSION-PHASE-A-BUILD-PLAN-v0.1.md:185,lcc,stated: unspecified (finding/round note),,
INV1-0115,6. The SPE→principal pairs P135 said were missing,ownership,docs/architecture/dia-ownership-master-bridge-2026-08.md:120,docs/architecture/dia-ownership-master-bridge-2026-08.md:120,dia,stated: unspecified (finding/round note),,P135
INV1-0116,Filing & logging (Phase 4),docs & process,docs/architecture/offer-submission-process-design.md:86,docs/architecture/offer-submission-process-design.md:86,lcc,stated: unspecified (finding/round note),,
INV1-0117,"Seller Response Form (Phase 5, post-call) — on request only",docs & process,docs/architecture/offer-submission-process-design.md:91,docs/architecture/offer-submission-process-design.md:91,lcc,stated: unspecified (finding/round note),,
INV1-0118,LCC automation mapping (how each phase becomes automatic),flows / automation,docs/architecture/offer-submission-process-design.md:97,docs/architecture/offer-submission-process-design.md:97,lcc,stated: unspecified (finding/round note),,
INV1-0119,"⚠️ P120 (2026-08-20) — Flow 1 was never wired, so NOTHING moved for a month",flows / automation,docs/architecture/flows/closing-the-loop-overview.md:20 (2026-08-20),docs/architecture/flows/closing-the-loop-overview.md:20 (2026-08-20),lcc,stated: flagged issue/footgun,,P120
INV1-0120,P125 — why the first real save produced an UNTHREADED draft,flows / automation,docs/architecture/flows/outlook-draft-reply-executor.md:33,docs/architecture/flows/outlook-draft-reply-executor.md:33,lcc,stated: unspecified (finding/round note),,P125
INV1-0121,Payload contract (what prompt 2 sends),comps / capital markets,docs/architecture/flows/processing-complete-move-message.md:89,docs/architecture/flows/processing-complete-move-message.md:89,lcc,stated: unspecified (finding/round note),,
INV1-0122,"PART 0 — Read-only validation pass (build these, run once, DELETE nothing)",flows / automation,docs/architecture/flows/flagged-email-cleanup-sweep-build-sheet.md:37,docs/architecture/flows/flagged-email-cleanup-sweep-build-sheet.md:37,lcc,stated: unspecified (finding/round note),,
INV1-0123,PART 1 — Add the capped-25 delete,flows / automation,docs/architecture/flows/flagged-email-cleanup-sweep-build-sheet.md:152,docs/architecture/flows/flagged-email-cleanup-sweep-build-sheet.md:152,lcc,stated: unspecified (finding/round note),,
INV1-0124,"PART 2 — Run the capped-25, then SPOT-CHECK",flows / automation,docs/architecture/flows/flagged-email-cleanup-sweep-build-sheet.md:209,docs/architecture/flows/flagged-email-cleanup-sweep-build-sheet.md:209,lcc,stated: unspecified (finding/round note),,
INV1-0125,PART 3 — Broaden (after the capped run is confirmed safe),flows / automation,docs/architecture/flows/flagged-email-cleanup-sweep-build-sheet.md:224,docs/architecture/flows/flagged-email-cleanup-sweep-build-sheet.md:224,lcc,stated: unspecified (finding/round note),,
INV1-0126,`ai-copilot` sync callers — the four Power Automate flows (COPILOT-OPEN Unit 3),ingestion,docs/architecture/flows/ai-copilot-sync-callers.md:1,docs/architecture/flows/ai-copilot-sync-callers.md:1,lcc,stated: unspecified (finding/round note),,
INV1-0127,"Ownership — one owner per folder transition (P119's rule, made concrete)",ownership,docs/architecture/flows/move-queue-executor.md:39,docs/architecture/flows/move-queue-executor.md:39,lcc,stated: unspecified (finding/round note),,P119
INV1-0128,"Error semantics — reused from P119, never reinvented",flows / automation,docs/architecture/flows/move-queue-executor.md:106,docs/architecture/flows/move-queue-executor.md:106,lcc,stated: unspecified (finding/round note),,P119
INV1-0129,✅ Known ordering hazard downstream — RESOLVED by P121 (2026-08-20),flows / automation,docs/architecture/flows/move-queue-executor.md:202 (2026-08-20),docs/architecture/flows/move-queue-executor.md:202 (2026-08-20),lcc,stated: shipped/live,,P121
INV1-0130,⚠️ P121 (2026-08-20) — Flow 6 owns NO folder transition,comps / capital markets,docs/architecture/flows/todo-completion-poll.md:97 (2026-08-20),docs/architecture/flows/todo-completion-poll.md:97 (2026-08-20),lcc,stated: flagged issue/footgun,,P121
INV1-0131,PART 1 — Research findings (the three questions),flows / automation,docs/architecture/flows/flagged-email-cleanup-sweep.md:39,docs/architecture/flows/flagged-email-cleanup-sweep.md:39,lcc,stated: unspecified (finding/round note),,
INV1-0132,PART 2 — Design (two paths; pick per Q2 availability),flows / automation,docs/architecture/flows/flagged-email-cleanup-sweep.md:125,docs/architecture/flows/flagged-email-cleanup-sweep.md:125,lcc,stated: unspecified (finding/round note),,
INV1-0133,"F1 — SELECTION is region-bounded, not national (the big one)  → Prompt 39",ingestion,docs/architecture/comps-pipeline-gap-audit-2026-08.md:29,docs/architecture/comps-pipeline-gap-audit-2026-08.md:29,lcc,stated: unspecified (finding/round note),,
INV1-0134,F2 — ON-MARKET rows aren't enriched to the full record  → Prompt 40,ingestion,docs/architecture/comps-pipeline-gap-audit-2026-08.md:39,docs/architecture/comps-pipeline-gap-audit-2026-08.md:39,lcc,stated: unspecified (finding/round note),,
INV1-0135,F3 — Multiple renderers / hand-rolling  → Prompt 36 (existing),ingestion,docs/architecture/comps-pipeline-gap-audit-2026-08.md:46,docs/architecture/comps-pipeline-gap-audit-2026-08.md:46,lcc,stated: unspecified (finding/round note),,
INV1-0136,F4 — Template drift + no conformance gate  → Prompt 37 (existing),ingestion,docs/architecture/comps-pipeline-gap-audit-2026-08.md:51,docs/architecture/comps-pipeline-gap-audit-2026-08.md:51,lcc,stated: unspecified (finding/round note),,
INV1-0137,F5 — Connector still errors after MCP_BASE_URL set  → Prompt 38 (existing),ingestion,docs/architecture/comps-pipeline-gap-audit-2026-08.md:56,docs/architecture/comps-pipeline-gap-audit-2026-08.md:56,lcc,stated: unspecified (finding/round note),,
INV1-0138,"Phase 1 — IMPLEMENTED (2026-07-24): one URL via a thin proxy (low-risk, testable)",infra / CI / security,docs/architecture/unification-changeset.md:9 (2026-07-24),docs/architecture/unification-changeset.md:9 (2026-07-24),lcc,stated: unspecified (finding/round note),,
INV1-0139,"Phase 2 (optional, later) — in-process single service",docs & process,docs/architecture/unification-changeset.md:37,docs/architecture/unification-changeset.md:37,lcc,stated: unspecified (finding/round note),,
INV1-0140,Team Mailbox Intake (B2) — design spec,ingestion,docs/architecture/team-mailbox-intake-design.md:1,docs/architecture/team-mailbox-intake-design.md:1,lcc,stated: unspecified (finding/round note),,B2
INV1-0141,Phased build,ingestion,docs/architecture/team-mailbox-intake-design.md:64,docs/architecture/team-mailbox-intake-design.md:64,lcc,stated: unspecified (finding/round note),,
INV1-0142,Unit 1 — Census (as of 2026-09-07),infra / CI / security,docs/architecture/edge-function-deploy-drift.md:52 (2026-09-07),docs/architecture/edge-function-deploy-drift.md:52 (2026-09-07),lcc,stated: unspecified (finding/round note),,
INV1-0143,Unit 2 — Incident writeup: `intake-salesforce`,ingestion,docs/architecture/edge-function-deploy-drift.md:102,docs/architecture/edge-function-deploy-drift.md:102,lcc,stated: unspecified (finding/round note),,
INV1-0144,Unit 3 — Operator runbook: how to check for edge function drift,infra / CI / security,docs/architecture/edge-function-deploy-drift.md:226,docs/architecture/edge-function-deploy-drift.md:226,lcc,stated: unspecified (finding/round note),,
INV1-0145,"✅ 2026-09-02 — PR2 SHIPPED: the sidebar writer now carries the stats, and the parser was the load-bearing half",docs & process,docs/architecture/public-records-source-lane.md:106 (2026-09-02),docs/architecture/public-records-source-lane.md:106 (2026-09-02),lcc,stated: shipped/live,,
INV1-0146,PR11 — the APN-less residue: the marker already exists; the consumer and the producer gate do not,ingestion,docs/architecture/public-records-source-lane.md:231,docs/architecture/public-records-source-lane.md:231,lcc,stated: unspecified (finding/round note),,
INV1-0147,2a. 🚨 PR1 — the producer generates its values. The consumer was refused. (2026-09-01),ingestion,docs/architecture/public-records-source-lane.md:264 (2026-09-01),docs/architecture/public-records-source-lane.md:264 (2026-09-01),lcc,stated: flagged issue/footgun,,
INV1-0148,⚠️ The trap that would have hidden a wiring either way — CLOSED by PR8 (2026-09-02),docs & process,docs/architecture/public-records-source-lane.md:423 (2026-09-02),docs/architecture/public-records-source-lane.md:423 (2026-09-02),lcc,stated: refuted/retired,,
INV1-0149,"✅ 2026-09-02 — PR5 SHIPPED: the 39 are triaged, and 25 of them are not defects",docs & process,docs/architecture/public-records-source-lane.md:514 (2026-09-02),docs/architecture/public-records-source-lane.md:514 (2026-09-02),lcc,stated: shipped/live,,
INV1-0150,"5. Read models to add (the build, prompt 13)",BD engine,docs/architecture/property-contact-deal-connectivity.md:50,docs/architecture/property-contact-deal-connectivity.md:50,lcc,stated: unspecified (finding/round note),,
INV1-0151,Phase 1: Smart Template Selection Engine (1-2 days),docs & process,docs/architecture/touchpoint_execution_agent_roadmap.md:26,docs/architecture/touchpoint_execution_agent_roadmap.md:26,lcc,stated: unspecified (finding/round note),,
INV1-0152,Phase 2: Personalization Engine (1-2 days),docs & process,docs/architecture/touchpoint_execution_agent_roadmap.md:43,docs/architecture/touchpoint_execution_agent_roadmap.md:43,lcc,stated: unspecified (finding/round note),,
INV1-0153,Phase 3: Touchpoint Execution Layer (2-3 days),docs & process,docs/architecture/touchpoint_execution_agent_roadmap.md:59,docs/architecture/touchpoint_execution_agent_roadmap.md:59,lcc,stated: unspecified (finding/round note),,
INV1-0154,Phase 4: Batch Segment Execution (1-2 days),docs & process,docs/architecture/touchpoint_execution_agent_roadmap.md:80,docs/architecture/touchpoint_execution_agent_roadmap.md:80,lcc,stated: unspecified (finding/round note),,
INV1-0155,Phase 5: Outreach Effectiveness Engine (Ongoing),BD engine,docs/architecture/touchpoint_execution_agent_roadmap.md:96,docs/architecture/touchpoint_execution_agent_roadmap.md:96,lcc,stated: unspecified (finding/round note),,
INV1-0156,Phase 6: BD Command Center Metrics,BD engine,docs/architecture/touchpoint_execution_agent_roadmap.md:110,docs/architecture/touchpoint_execution_agent_roadmap.md:110,lcc,stated: unspecified (finding/round note),,
INV1-0157,MS Graph Token Setup (Required for Phase 3),docs & process,docs/architecture/touchpoint_execution_agent_roadmap.md:134,docs/architecture/touchpoint_execution_agent_roadmap.md:134,lcc,stated: unspecified (finding/round note),,
INV1-0158,Phase 1: Command Queue Homepage (Next Sprint),docs & process,docs/architecture/lcc_intelligent_operating_system_v2.md:441,docs/architecture/lcc_intelligent_operating_system_v2.md:441,lcc,stated: unspecified (finding/round note),,
INV1-0159,Phase 2: Automatic Ingestion & Routing (Following Sprint),ingestion,docs/architecture/lcc_intelligent_operating_system_v2.md:447,docs/architecture/lcc_intelligent_operating_system_v2.md:447,lcc,stated: unspecified (finding/round note),,
INV1-0160,Phase 3: Domain Intelligence Surfaces (2 Sprints Out),surfaces,docs/architecture/lcc_intelligent_operating_system_v2.md:453,docs/architecture/lcc_intelligent_operating_system_v2.md:453,lcc,stated: unspecified (finding/round note),,
INV1-0161,Phase 4: Continuous Learning (Ongoing),docs & process,docs/architecture/lcc_intelligent_operating_system_v2.md:459,docs/architecture/lcc_intelligent_operating_system_v2.md:459,lcc,stated: unspecified (finding/round note),,
INV1-0162,Phase 5: External Source Expansion (Future),docs & process,docs/architecture/lcc_intelligent_operating_system_v2.md:465,docs/architecture/lcc_intelligent_operating_system_v2.md:465,lcc,stated: unspecified (finding/round note),,
INV1-0163,2026-08-01 Prompt 07 Backlog Index Reconciliation,BOV / OM / dossier,docs/architecture/dossier-reconciliation-23654-worklog.md:43 (2026-08-01),docs/architecture/dossier-reconciliation-23654-worklog.md:43 (2026-08-01),lcc,stated: unspecified (finding/round note),,
INV1-0164,2026-08-03 Prompt 07 Response File,BOV / OM / dossier,docs/architecture/dossier-reconciliation-23654-worklog.md:49 (2026-08-03),docs/architecture/dossier-reconciliation-23654-worklog.md:49 (2026-08-03),lcc,stated: unspecified (finding/round note),,
INV1-0165,"Build plan (phased — understand first, per the standing directive)",docs & process,docs/architecture/request-understanding-and-consistency-layer.md:54,docs/architecture/request-understanding-and-consistency-layer.md:54,lcc,stated: unspecified (finding/round note),,
INV1-0166,Phase 0 - Baseline And Controls,docs & process,docs/architecture/ai-chat-routing/LCC_AI_COST_AND_CHATBOT_REVIEW.md:211,docs/architecture/ai-chat-routing/LCC_AI_COST_AND_CHATBOT_REVIEW.md:211,lcc,stated: unspecified (finding/round note),,
INV1-0167,Phase 1 - Centralize AI Orchestration,docs & process,docs/architecture/ai-chat-routing/LCC_AI_COST_AND_CHATBOT_REVIEW.md:243,docs/architecture/ai-chat-routing/LCC_AI_COST_AND_CHATBOT_REVIEW.md:243,lcc,stated: unspecified (finding/round note),,
INV1-0168,Phase 2 - Tiered Model Routing,docs & process,docs/architecture/ai-chat-routing/LCC_AI_COST_AND_CHATBOT_REVIEW.md:262,docs/architecture/ai-chat-routing/LCC_AI_COST_AND_CHATBOT_REVIEW.md:262,lcc,stated: unspecified (finding/round note),,
INV1-0169,Phase 3 - OpenAI Cost Optimization,docs & process,docs/architecture/ai-chat-routing/LCC_AI_COST_AND_CHATBOT_REVIEW.md:292,docs/architecture/ai-chat-routing/LCC_AI_COST_AND_CHATBOT_REVIEW.md:292,lcc,stated: unspecified (finding/round note),,
INV1-0170,Phase 4 - Human-In-The-Loop Subscription Workflows,flows / automation,docs/architecture/ai-chat-routing/LCC_AI_COST_AND_CHATBOT_REVIEW.md:310,docs/architecture/ai-chat-routing/LCC_AI_COST_AND_CHATBOT_REVIEW.md:310,lcc,stated: unspecified (finding/round note),,
INV1-0171,Phase 5 - Embedded Copilot UX,flows / automation,docs/architecture/ai-chat-routing/LCC_AI_COST_AND_CHATBOT_REVIEW.md:332,docs/architecture/ai-chat-routing/LCC_AI_COST_AND_CHATBOT_REVIEW.md:332,lcc,stated: unspecified (finding/round note),,
INV1-0172,"Phase 6 - Document, Screenshot, And Research Intake",ingestion,docs/architecture/ai-chat-routing/LCC_AI_COST_AND_CHATBOT_REVIEW.md:360,docs/architecture/ai-chat-routing/LCC_AI_COST_AND_CHATBOT_REVIEW.md:360,lcc,stated: unspecified (finding/round note),,
INV1-0173,Phase 7 - Open-Source / Low-Cost Model Adoption,docs & process,docs/architecture/ai-chat-routing/LCC_AI_COST_AND_CHATBOT_REVIEW.md:386,docs/architecture/ai-chat-routing/LCC_AI_COST_AND_CHATBOT_REVIEW.md:386,lcc,stated: unspecified (finding/round note),,
INV1-0174,Phase 8 - Data Propagation And Closed-Loop Automation,flows / automation,docs/architecture/ai-chat-routing/LCC_AI_COST_AND_CHATBOT_REVIEW.md:406,docs/architecture/ai-chat-routing/LCC_AI_COST_AND_CHATBOT_REVIEW.md:406,lcc,stated: refuted/retired,,
INV1-0175,Phase 9 - Deliverables And User Query Assistance,docs & process,docs/architecture/ai-chat-routing/LCC_AI_COST_AND_CHATBOT_REVIEW.md:422,docs/architecture/ai-chat-routing/LCC_AI_COST_AND_CHATBOT_REVIEW.md:422,lcc,stated: shipped/live,,
INV1-0176,"Phase 10 - Verification, Rollout, And Governance",docs & process,docs/architecture/ai-chat-routing/LCC_AI_COST_AND_CHATBOT_REVIEW.md:443,docs/architecture/ai-chat-routing/LCC_AI_COST_AND_CHATBOT_REVIEW.md:443,lcc,stated: unspecified (finding/round note),,
INV1-0177,Correspondence privacy (Phase 2 — design only; not implemented),docs & process,docs/architecture/access-scoping-and-my-work.md:110,docs/architecture/access-scoping-and-my-work.md:110,lcc,stated: unspecified (finding/round note),,
INV1-0178,"Track 1 — Comps pull/export polish (prompt 29) — near-term, uses existing data",identity,docs/architecture/comps-data-integrity-and-canonical-record.md:26,docs/architecture/comps-data-integrity-and-canonical-record.md:26,lcc,stated: unspecified (finding/round note),,
